Minute,Player,Squad,xG,PSxG,Outcome,Distance,Body Part,Notes,Player,Event,Player,Event,game_id,Minute Type,Half
4.0,Teemu Pukki,Minnesota Utd,0.04,,Off Target,13,Right Foot,Volley,Jeong Sangbin,Fouled,D.J. Taylor,Interception,Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
8.0,Teemu Pukki,Minnesota Utd,0.50,0.76,Saved,15,Left Foot,,Jeong Sangbin,Pass (Live),,,Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
9.0,Caden Clark,Minnesota Utd,0.04,,Off Target,6,Left Foot,,Alejandro Bran,Pass (Live),Teemu Pukki,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
11.0,Diego Rossi,Crew,0.04,,Off Target,22,Right Foot,,Darlington Nagbe,Pass (Live),Alexandru Mățan,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
19.0,D.J. Taylor,Minnesota Utd,0.02,,Blocked,27,Right Foot,,Wil Trapp,Pass (Live),,,Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
22.0,Cucho,Crew,0.02,,Blocked,18,Right Foot,,Yaw Yeboah,Pass (Live),Aidan Morris,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
24.0,Cucho,Crew,0.06,0.11,Saved,15,Right Foot,,Maximilian Arfsten,Interception,,,Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
33.0,Cucho,Crew,0.53,0.36,Saved,5,Head,,Steven Moreira,Pass (Live),Diego Rossi,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
34.0,Cucho,Crew,0.02,,Off Target,29,Right Foot,,Malte Amundsen,Pass (Live),Darlington Nagbe,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
36.0,Maximilian Arfsten,Crew,0.02,,Blocked,18,Left Foot,,Cucho,Pass (Live),Darlington Nagbe,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
38.0,Alejandro Bran,Minnesota Utd,0.01,,Off Target,31,Left Foot,,Michael Boxall,Pass (Live),,,Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
39.0,Maximilian Arfsten,Crew,0.12,0.09,Saved,15,Right Foot,,Maximilian Arfsten,Take-On,Yaw Yeboah,Pass (Dead),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
43.0,Diego Rossi,Crew,0.13,0.36,Saved,11,Right Foot,,Maximilian Arfsten,Pass (Live),Maximilian Arfsten,Take-On,Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,1
50.0,Cucho,Crew,0.30,0.46,Saved,9,Head,,Christian Ramirez,Pass (Live),Cucho,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,2
58.0,Alejandro Bran,Minnesota Utd,0.03,,Off Target,21,Right Foot,,Jeong Sangbin,Pass (Live),Hassani Dotson,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,2
59.0,Cucho,Crew,0.09,0.32,Goal,22,Right Foot,,Yaw Yeboah,Pass (Live),Maximilian Arfsten,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,2
68.0,Tani Oluwaseyi,Minnesota Utd,0.03,0.08,Saved,12,Head,,D.J. Taylor,Pass (Live),Wil Trapp,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,2
69.0,Cucho,Crew,0.04,,Off Target,23,Right Foot,,Yaw Yeboah,Pass (Live),Yaw Yeboah,Take-On,Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,2
79.0,Loïc Mesanvi,Minnesota Utd,0.07,0.12,Saved,11,Right Foot,Volley,Jeong Sangbin,Take-On,Moses Nyeman,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,2
79.0,Kervin Arriaga,Minnesota Utd,0.02,,Off Target,12,Head,,Joseph Rosales,Pass (Dead),Loïc Mesanvi,Shot,Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,2
85.0,Christian Ramirez,Crew,0.05,,Blocked,27,Right Foot,,Cucho,Pass (Live),Diego Rossi,Pass (Live),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,RT,2
95.0,Tani Oluwaseyi,Minnesota Utd,0.06,0.06,Goal,11,Left Foot,,Kervin Arriaga,Pass (Live),Joseph Rosales,Pass (Dead),Minnesota-United-Columbus-Crew-March-2-2024-Major-League-Soccer,ET,2
4.0,Luis Suárez,Inter Miami,0.28,0.78,Goal,12,Right Foot,,Julian Gressel,Pass (Live),Lionel Messi,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,1
7.0,Duncan McGuire,Orlando City,0.16,,Off Target,9,Right Foot,,Dagur Dan Þórhallsson,Pass (Live),Dagur Dan Þórhallsson,Take-On,Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,1
8.0,César Araujo,Orlando City,0.03,,Off Target,31,Right Foot,,César Araujo,Pass (Live),Wilder Cartagena,Tackle,Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,1
11.0,Luis Suárez,Inter Miami,0.15,0.95,Goal,12,Left Foot,,Julian Gressel,Pass (Live),Robert Taylor,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,1
19.0,Rodrigo Schlegel,Orlando City,0.06,,Off Target,10,Head,,Martín Ojeda,Pass (Dead),Iván Angulo,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,1
21.0,Facundo Torres,Orlando City,0.03,,Off Target,22,Left Foot,Volley,Iván Angulo,Pass (Live),Martín Ojeda,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,1
29.0,Robert Taylor,Inter Miami,0.77,0.31,Goal,11,Right Foot,,Luis Suárez,Pass (Live),Julian Gressel,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,1
34.0,Lionel Messi,Inter Miami,0.03,,Woodwork,34,Left Foot,Free kick,Lionel Messi,Fouled,Jordi Alba,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,1
43.0,César Araujo,Orlando City,0.01,,Blocked,28,Right Foot,,Martín Ojeda,Pass (Live),,,Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,1
53.0,Julian Gressel,Inter Miami,0.06,,Off Target,27,Right Foot,,Sergio Busquets,Pass (Live),,,Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,2
54.0,Lionel Messi,Inter Miami,0.04,,Off Target,27,Left Foot,,Sergio Busquets,Pass (Live),Robert Taylor,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,2
55.0,Julian Gressel,Inter Miami,0.51,,Woodwork,12,Right Foot,,Luis Suárez,Pass (Live),Julian Gressel,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,2
57.0,Jordi Alba,Inter Miami,0.34,,Blocked,17,Left Foot,,Luis Suárez,Pass (Live),Jordi Alba,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,2
57.0,Lionel Messi,Inter Miami,0.65,1.00,Goal,3,Other,,Jordi Alba,Shot,,,Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,2
60.0,Martín Ojeda,Orlando City,0.03,0.27,Saved,27,Left Foot,Free kick,Rodrigo Schlegel,Fouled,Rodrigo Schlegel,Interception,Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,2
62.0,Lionel Messi,Inter Miami,0.10,0.49,Goal,11,Head,,Luis Suárez,Pass (Live),Diego Gómez,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,2
71.0,Luis Muriel,Orlando City,0.31,0.31,Saved,5,Left Foot,,Martín Ojeda,Pass (Live),Ramiro Enrique,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,2
76.0,Ramiro Enrique,Orlando City,0.17,0.17,Saved,18,Right Foot,,Felipe,Pass (Live),Nicolás Lodeiro,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,2
87.0,Rodrigo Schlegel,Orlando City,0.01,,Blocked,12,Head,,Nicolás Lodeiro,Pass (Dead),Ramiro Enrique,Pass (Live),Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,RT,2
92.0,Lionel Messi,Inter Miami,0.11,,Off Target,26,Left Foot,Free kick,Lionel Messi,Fouled,,,Inter-Miami-Orlando-City-March-2-2024-Major-League-Soccer,ET,2
4.0,Tomás Chancalay,NE Revolution,0.04,,Blocked,23,Left Foot,,Esmir Bajraktarevic,Tackle,,,New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
5.0,Esmir Bajraktarevic,NE Revolution,0.09,0.03,Saved,21,Left Foot,Deflected,Noel Buck,Pass (Live),Esmir Bajraktarevic,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
8.0,Emmanuel Boateng,NE Revolution,0.02,,Blocked,23,Right Foot,,Carles Gil,Pass (Live),Matt Polster,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
9.0,Tomás Chancalay,NE Revolution,0.03,,Blocked,25,Right Foot,,Carles Gil,Pass (Live),Esmir Bajraktarevic,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
10.0,Lorenzo Insigne,Toronto FC,0.06,,Off Target,24,Right Foot,,Jonathan Osorio,Pass (Live),Alonso Coello,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
14.0,Prince Osei Owusu,Toronto FC,0.36,,Off Target,8,Head,,Shane O'Neill,Pass (Live),Alonso Coello,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
15.0,Esmir Bajraktarevic,NE Revolution,0.03,0.13,Saved,12,Right Foot,,Noel Buck,Pass (Live),Henry Kessler,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
17.0,Esmir Bajraktarevic,NE Revolution,0.12,,Blocked,9,Right Foot,,Noel Buck,Pass (Live),Carles Gil,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
17.0,Tomás Chancalay,NE Revolution,0.00,,Off Target,13,Right Foot,Volley,Esmir Bajraktarevic,Shot,,,New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
19.0,Federico Bernardeschi,Toronto FC,0.10,,Off Target,13,Left Foot,,Nicksoen Gomis,Pass (Live),Lorenzo Insigne,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
24.0,Tomás Chancalay,NE Revolution,0.07,,Off Target,11,Head,,DeJuan Jones,Pass (Live),Carles Gil,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
27.0,Jonathan Osorio,Toronto FC,0.04,0.59,Saved,12,Right Foot,,Federico Bernardeschi,Pass (Live),Lorenzo Insigne,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
27.0,Federico Bernardeschi,Toronto FC,0.03,,Blocked,25,Left Foot,,Jonathan Osorio,Pass (Live),Alonso Coello,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
27.0,Lorenzo Insigne,Toronto FC,0.04,0.61,Goal,15,Right Foot,,Federico Bernardeschi,Shot,,,New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
31.0,Noel Buck,NE Revolution,0.03,,Blocked,10,Head,,Carles Gil,Pass (Dead),DeJuan Jones,Fouled,New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
31.0,Emmanuel Boateng,NE Revolution,0.05,,Off Target,23,Left Foot,,Noel Buck,Shot,,,New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
35.0,Federico Bernardeschi,Toronto FC,0.03,,Off Target,26,Left Foot,,Raoul Petretta,Pass (Live),Alonso Coello,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,1
48.0,DeJuan Jones,NE Revolution,0.03,,Off Target,18,Right Foot,,DeJuan Jones,Interception,,,New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,ET,1
54.0,Noel Buck,NE Revolution,0.10,,Off Target,21,Left Foot,,Emmanuel Boateng,Pass (Live),Esmir Bajraktarevic,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,2
59.0,David Romney,NE Revolution,0.01,,Off Target,31,Left Foot,,David Romney,Pass (Live),Carles Gil,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,2
64.0,Nacho Gil,NE Revolution,0.15,,Off Target,8,Head,,Carles Gil,Pass (Dead),Nacho Gil,Fouled,New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,2
69.0,Tomás Chancalay,NE Revolution,0.12,,Blocked,12,Left Foot,,,,,,New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,2
72.0,Carles Gil,NE Revolution,0.03,0.49,Saved,29,Left Foot,,,,,,New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,2
75.0,Jonathan Osorio,Toronto FC,0.03,,Woodwork,24,Right Foot,,Alonso Coello,Pass (Live),Raoul Petretta,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,2
77.0,Esmir Bajraktarevic,NE Revolution,0.07,0.09,Saved,12,Left Foot,,Carles Gil,Pass (Live),Mark-Anthony Kaye,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,2
77.0,David Romney,NE Revolution,0.06,,Off Target,11,Head,,Esmir Bajraktarevic,Pass (Live),Carles Gil,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,2
80.0,Nacho Gil,NE Revolution,0.55,0.96,Saved,5,Other,,Tomás Chancalay,Pass (Live),Carles Gil,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,2
81.0,DeJuan Jones,NE Revolution,0.04,,Blocked,18,Right Foot,Volley,Nick Lima,Pass (Live),Carles Gil,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,2
87.0,Matt Polster,NE Revolution,0.04,,Off Target,26,Right Foot,,Carles Gil,Pass (Live),Carles Gil,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,RT,2
93.0,Matt Polster,NE Revolution,0.14,0.24,Saved,17,Right Foot,,Carles Gil,Pass (Live),Esmir Bajraktarevic,Pass (Live),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,ET,2
93.0,Jack Panayotou,NE Revolution,0.03,,Off Target,25,Left Foot,,Carles Gil,Pass (Live),Esmir Bajraktarevic,Pass (Dead),New-England-Revolution-Toronto-FC-March-3-2024-Major-League-Soccer,ET,2
11.0,Jere Uronen,Charlotte,0.12,0.17,Saved,8,Right Foot,,Enzo Copetti,Pass (Live),Jere Uronen,Pass (Live),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,1
19.0,Enzo Copetti,Charlotte,0.03,,Off Target,11,Head,,,,,,Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,1
19.0,Iuri Tavares,Charlotte,0.19,0.58,Saved,4,Head,,Enzo Copetti,Shot,,,Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,1
21.0,Ranko Veselinović,Vancouver W'caps,0.03,0.26,Saved,13,Right Foot,Volley,,,,,Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,1
29.0,Tristan Blackmon,Vancouver W'caps,0.26,,Off Target,8,Head,,Ryan Gauld,Pass (Dead),Ryan Raposo,Fouled,Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,1
31.0,Iuri Tavares,Charlotte,0.27,0.88,Goal,13,Right Foot,,Brecht Dejaegere,Pass (Live),Ashley Westwood,Pass (Live),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,1
32.0,Ryan Gauld,Vancouver W'caps,0.03,,Off Target,12,Head,,Ryan Raposo,Pass (Live),Alessandro Schöpf,Pass (Live),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,1
40.0,Andrés Cubas,Vancouver W'caps,0.02,,Off Target,30,Right Foot,,Ryan Raposo,Pass (Live),Ryan Gauld,Pass (Live),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,1
41.0,Enzo Copetti,Charlotte,0.52,0.38,Saved,15,Right Foot,,Enzo Copetti,Take-On,Kristijan Kahlina,Pass (Live),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,1
47.0,Ryan Gauld,Vancouver W'caps,0.12,0.11,Saved,21,Left Foot,,Javain Brown,Pass (Live),Ryan Raposo,Pass (Dead),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,ET,1
50.0,Ryan Raposo,Vancouver W'caps,0.17,0.80,Goal,4,Left Foot,Volley,Pedro Vite,Pass (Live),Alessandro Schöpf,Pass (Live),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,ET,1
55.0,Alessandro Schöpf,Vancouver W'caps,0.03,0.02,Saved,31,Right Foot,,Pedro Vite,Pass (Live),Ryan Gauld,Tackle,Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,2
58.0,Enzo Copetti,Charlotte,0.08,,Off Target,9,Head,,Kerwin Vargas,Pass (Live),Ashley Westwood,Pass (Live),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,2
72.0,Javain Brown,Vancouver W'caps,0.02,0.45,Saved,11,Head,,Ryan Gauld,Pass (Dead),Sebastian Berhalter,Pass (Live),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,2
74.0,Fafà Picault,Vancouver W'caps,0.27,,Blocked,11,Left Foot,Deflected,Sebastian Berhalter,Pass (Live),Ranko Veselinović,Pass (Live),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,2
75.0,Patrick Agyemang,Charlotte,0.08,0.30,Saved,11,Head,,Nathan Byrne,Pass (Live),Enzo Copetti,Pass (Live),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,2
80.0,Brian White,Vancouver W'caps,0.04,,Off Target,12,Head,,Fafà Picault,Pass (Live),Sebastian Berhalter,Pass (Live),Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,2
82.0,Brian White,Vancouver W'caps,0.04,,Off Target,19,Right Foot,,,,,,Vancouver-Whitecaps-FC-Charlotte-FC-March-2-2024-Major-League-Soccer,RT,2
5.0,Aliyu Ibrahim,Dynamo FC,0.02,0.02,Saved,32,Right Foot,,,,,,Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
7.0,Aliyu Ibrahim,Dynamo FC,0.54,0.87,Goal,11,Right Foot,,Aliyu Ibrahim,Take-On,Adalberto Carrasquilla,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
10.0,Emil Forsberg,NY Red Bulls,0.16,,Blocked,21,Right Foot,,Elias Manoel,Pass (Live),Noah Eile,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
17.0,Artur,Dynamo FC,0.03,,Off Target,29,Right Foot,,Adalberto Carrasquilla,Pass (Live),Artur,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
21.0,Emil Forsberg,NY Red Bulls,0.04,,Woodwork,30,Right Foot,Free kick,Frankie Amaya,Fouled,Elias Manoel,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
24.0,Tate Schmitt,Dynamo FC,0.03,0.03,Saved,25,Left Foot,,Brooklyn Raines,Pass (Live),Adalberto Carrasquilla,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
27.0,Gabe Segal,Dynamo FC,0.05,,Off Target,26,Right Foot,,Adalberto Carrasquilla,Pass (Live),Artur,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
28.0,Sean Nealis,NY Red Bulls,0.09,0.33,Saved,11,Head,,Frankie Amaya,Pass (Live),,,Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
37.0,Gabe Segal,Dynamo FC,0.08,0.02,Saved,11,Right Foot,Volley,Aliyu Ibrahim,Pass (Live),,,Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
39.0,Emil Forsberg,NY Red Bulls,0.05,,Blocked,13,Left Foot,,,,,,Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
40.0,Lewis Morgan,NY Red Bulls,0.07,,Blocked,16,Right Foot,,Emil Forsberg,Pass (Dead),Emil Forsberg,Shot,Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
40.0,Dante Vanzeir,NY Red Bulls,0.05,,Off Target,8,Head,,,,,,Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
43.0,Elias Manoel,NY Red Bulls,0.29,0.53,Goal,6,Head,,Dante Vanzeir,Pass (Live),Emil Forsberg,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,1
53.0,Daniel Edelman,NY Red Bulls,0.02,,Off Target,26,Right Foot,Volley,Emil Forsberg,Pass (Live),Elias Manoel,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,ET,1
48.0,Dante Vanzeir,NY Red Bulls,0.10,,Off Target,25,Right Foot,,,,,,Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,2
50.0,Gabe Segal,Dynamo FC,0.03,,Off Target,29,Right Foot,,Gabe Segal,Pass (Live),,,Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,2
51.0,Aliyu Ibrahim,Dynamo FC,0.01,,Off Target,25,Left Foot,,Gabe Segal,Pass (Live),Adalberto Carrasquilla,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,2
53.0,Lewis Morgan,NY Red Bulls,0.03,0.04,Saved,21,Right Foot,,Emil Forsberg,Pass (Live),Dante Vanzeir,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,2
59.0,Lewis Morgan,NY Red Bulls,0.08,0.16,Goal,21,Left Foot,,,,,,Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,2
61.0,Sebastian Kowalczyk,Dynamo FC,0.22,,Woodwork,13,Right Foot,,,,,,Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,2
65.0,Erik Sviatchenko,Dynamo FC,0.11,,Off Target,9,Head,,Sebastian Kowalczyk,Pass (Dead),Adalberto Carrasquilla,Fouled,Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,2
78.0,Cameron Harper,NY Red Bulls,0.03,0.01,Saved,18,Right Foot,Deflected,Dylan Nealis,Pass (Live),Daniel Edelman,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,2
89.0,Griffin Dorsey,Dynamo FC,0.03,0.16,Saved,13,Head,,Amine Bassi,Pass (Live),Franco Escobar,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,RT,2
91.0,Adalberto Carrasquilla,Dynamo FC,0.04,,Off Target,25,Left Foot,,Adalberto Carrasquilla,Take-On,Amine Bassi,Pass (Dead),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,ET,2
93.0,Aliyu Ibrahim,Dynamo FC,0.03,,Off Target,15,Head,,Ján Greguš,Pass (Live),Adalberto Carrasquilla,Pass (Live),Houston-Dynamo-New-York-Red-Bulls-March-2-2024-Major-League-Soccer,ET,2
3.0,Célio Pompeu,St. Louis,0.07,,Off Target,9,Head,,Eduard Löwen,Pass (Dead),,,St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,1
7.0,Célio Pompeu,St. Louis,0.06,,Woodwork,22,Right Foot,,Aziel Jackson,Pass (Live),Eduard Löwen,Pass (Live),St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,1
17.0,Indiana Vassilev,St. Louis,0.04,,Blocked,15,Left Foot,,Indiana Vassilev,Take-On,Chris Durkin,Pass (Live),St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,1
17.0,Chris Durkin,St. Louis,0.07,,Off Target,22,Left Foot,,Célio Pompeu,Pass (Live),Indiana Vassilev,Shot,St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,1
20.0,Santiago Rodríguez,NYCFC,0.05,,Blocked,9,Left Foot,,Andrés Perea,Pass (Live),Santiago Rodríguez,Pass (Live),St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,1
24.0,Samuel Adeniran,St. Louis,0.04,,Off Target,28,Left Foot,,Chris Durkin,Pass (Live),Indiana Vassilev,Pass (Live),St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,1
27.0,Monsef Bakrar,NYCFC,0.02,,Off Target,18,Left Foot,,Santiago Rodríguez,Pass (Live),Hannes Wolf,Pass (Live),St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,1
29.0,Monsef Bakrar,NYCFC,0.09,,Blocked,19,Left Foot,,Monsef Bakrar,Take-On,Keaton Parks,Pass (Live),St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,1
32.0,Aziel Jackson,St. Louis,0.02,0.30,Saved,29,Left Foot,,Chris Durkin,Pass (Live),,,St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,1
34.0,Célio Pompeu,St. Louis,0.11,0.33,Goal,18,Right Foot,,,,,,St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,1
42.0,Hannes Wolf,NYCFC,0.25,0.82,Saved,6,Left Foot,Volley,Kevin O'Toole,Pass (Live),Keaton Parks,Pass (Live),St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,1
46.0,Samuel Adeniran,St. Louis,0.03,,Off Target,29,Left Foot,,,,,,St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,ET,1
51.0,Anthony Markanich,St. Louis,0.03,,Off Target,30,Left Foot,,,,,,St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,2
54.0,Chris Durkin,St. Louis,0.01,,Off Target,31,Right Foot,Volley,Tim Parker,Pass (Live),,,St-Louis-City-New-York-City-FC-March-2-2024-Major-League-Soccer,RT,2
