Minute,Player,Squad,xG,PSxG,Outcome,Distance,Body Part,Notes,Player,Event,Player,Event,game_id,Minute Type,Half
97.0,Robert,Cruzeiro,0.02,,Blocked,27,Right Foot,,Álvaro Barreal,Pass (Live),Robert,Pass (Live),Fortaleza-Cruzeiro-April-17-2024-Serie-A,ET,2
98.0,Mateus Vital,Cruzeiro,0.02,0.28,Saved,34,Right Foot,,Robert,Shot,,,Fortaleza-Cruzeiro-April-17-2024-Serie-A,ET,2
4.0,Germán Cano,Fluminense,0.07,0.36,Goal,18,Right Foot,,Jhon Arias,Pass (Live),Jhon Arias,Tackle,Bahia-Fluminense-April-16-2024-Serie-A,RT,1
8.0,Víctor Cuesta,Bahia,0.18,0.31,Saved,7,Head,,Cauly Oliveira Souza,Pass (Dead),Ademir Santos,Fouled,Bahia-Fluminense-April-16-2024-Serie-A,RT,1
15.0,Jean Lucas,Bahia,0.05,,Blocked,17,Right Foot,,Cauly Oliveira Souza,Pass (Live),Cauly Oliveira Souza,Take-On,Bahia-Fluminense-April-16-2024-Serie-A,RT,1
15.0,Caio Alexandre,Bahia,0.05,,Blocked,30,Right Foot,,Jean Lucas,Shot,,,Bahia-Fluminense-April-16-2024-Serie-A,RT,1
23.0,Jhon Arias,Fluminense,0.04,,Off Target,17,Right Foot,,Jhon Arias,Take-On,,,Bahia-Fluminense-April-16-2024-Serie-A,RT,1
25.0,Jean Lucas,Bahia,0.07,,Off Target,24,Right Foot,,Cauly Oliveira Souza,Pass (Live),Caio Alexandre,Pass (Live),Bahia-Fluminense-April-16-2024-Serie-A,RT,1
30.0,Marquinhos,Fluminense,0.06,,Blocked,22,Left Foot,,,,,,Bahia-Fluminense-April-16-2024-Serie-A,RT,1
31.0,Samuel Xavier,Fluminense,0.01,0.30,Saved,28,Right Foot,Volley,Marquinhos,Shot,,,Bahia-Fluminense-April-16-2024-Serie-A,RT,1
34.0,Ademir Santos,Bahia,0.27,0.39,Saved,10,Right Foot,,Cauly Oliveira Souza,Pass (Live),Santiago Arias,Interception,Bahia-Fluminense-April-16-2024-Serie-A,RT,1
34.0,Caio Alexandre,Bahia,0.02,0.37,Goal,22,Right Foot,,Cauly Oliveira Souza,Pass (Dead),Ademir Santos,Shot,Bahia-Fluminense-April-16-2024-Serie-A,RT,1
43.0,Thaciano,Bahia,0.06,,Off Target,12,Head,,Everton Ribeiro,Pass (Live),Cauly Oliveira Souza,Pass (Dead),Bahia-Fluminense-April-16-2024-Serie-A,RT,1
46.0,Thaciano,Bahia,0.07,0.38,Saved,16,Right Foot,,Thaciano,Take-On,Everton Ribeiro,Pass (Live),Bahia-Fluminense-April-16-2024-Serie-A,ET,1
48.0,Germán Cano,Fluminense,0.07,0.02,Saved,10,Right Foot,,Marquinhos,Pass (Live),André,Pass (Live),Bahia-Fluminense-April-16-2024-Serie-A,ET,1
56.0,Caio Alexandre,Bahia,0.02,,Off Target,30,Right Foot,,Gabriel,Pass (Live),,,Bahia-Fluminense-April-16-2024-Serie-A,RT,2
61.0,Cauly Oliveira Souza,Bahia,0.15,0.46,Goal,11,Left Foot,,Cauly Oliveira Souza,Take-On,Jean Lucas,Pass (Live),Bahia-Fluminense-April-16-2024-Serie-A,RT,2
66.0,Martinelli,Fluminense,0.02,,Blocked,10,Head,,Ganso,Pass (Dead),John Kennedy,Pass (Live),Bahia-Fluminense-April-16-2024-Serie-A,RT,2
75.0,Germán Cano,Fluminense,0.03,,Blocked,12,Head,,Douglas Costa,Pass (Live),Ganso,Pass (Live),Bahia-Fluminense-April-16-2024-Serie-A,RT,2
78.0,Luciano Juba,Bahia,0.03,,Off Target,33,Left Foot,Free kick,Biel,Fouled,Thaciano,Pass (Live),Bahia-Fluminense-April-16-2024-Serie-A,RT,2
84.0,Everaldo Stum,Bahia,0.09,,Off Target,15,Right Foot,,Jean Lucas,Pass (Live),,,Bahia-Fluminense-April-16-2024-Serie-A,RT,2
90.0,John Kennedy,Fluminense,0.04,,Off Target,7,Head,,Marquinhos,Pass (Live),Douglas Costa,Pass (Live),Bahia-Fluminense-April-16-2024-Serie-A,RT,2
93.0,Isaac,Fluminense,0.03,,Off Target,26,Right Foot,,André,Pass (Live),John Kennedy,Pass (Live),Bahia-Fluminense-April-16-2024-Serie-A,ET,2
15.0,Jonathan Calleri,São Paulo,0.03,,Off Target,11,Head,,Welington,Pass (Live),Nahuel Ferraresi,Pass (Live),Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,1
18.0,Ayrton Lucas,Flamengo,0.02,,Off Target,32,Left Foot,,Allan,Pass (Live),Nicolás De La Cruz,Pass (Live),Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,1
19.0,Alisson,São Paulo,0.07,0.20,Saved,22,Right Foot,,,,,,Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,1
20.0,Luiz Araújo,Flamengo,0.05,0.60,Goal,23,Left Foot,,Luiz Araújo,Take-On,Nicolás De La Cruz,Pass (Live),Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,1
22.0,Michel Araujo,São Paulo,0.03,,Off Target,26,Right Foot,,Michel Araujo,Take-On,Welington,Pass (Live),Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,1
30.0,Pedro,Flamengo,0.06,,Off Target,9,Head,,Bruno Henrique,Pass (Live),Bruno Henrique,Take-On,Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,1
31.0,Luiz Araújo,Flamengo,0.07,,Blocked,12,Left Foot,Volley,Léo Pereira,Pass (Live),,,Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,1
34.0,Bruno Henrique,Flamengo,0.02,,Off Target,20,Right Foot,,Nicolás De La Cruz,Pass (Live),Bruno Henrique,Pass (Live),Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,1
36.0,Nicolás De La Cruz,Flamengo,0.11,,Off Target,14,Right Foot,,,,,,Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,1
47.0,Pedro,Flamengo,0.02,,Blocked,13,Right Foot,,Luiz Araújo,Pass (Live),,,Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
53.0,Bruno Henrique,Flamengo,0.03,0.05,Saved,26,Right Foot,,Léo Pereira,Pass (Live),Agustín Rossi,Pass (Live),Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
54.0,Pedro,Flamengo,0.09,0.33,Saved,14,Right Foot,,Pedro,Take-On,Pedro,Tackle,Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
54.0,Nicolás De La Cruz,Flamengo,0.65,0.26,Goal,10,Right Foot,,Pedro,Shot,,,Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
64.0,Luciano,São Paulo,0.02,0.04,Saved,31,Left Foot,Deflected,Pablo Maia,Pass (Live),Ferreira,Pass (Live),Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
67.0,Fabrício Bruno,Flamengo,0.04,0.35,Saved,11,Head,,Luiz Araújo,Pass (Dead),,,Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
79.0,Ferreira,São Paulo,0.16,0.79,Goal,9,Head,,Alisson,Pass (Live),Erick,Pass (Live),Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
84.0,Ferreira,São Paulo,0.04,,Blocked,17,Right Foot,,Welington,Pass (Live),Diego,Pass (Live),Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
84.0,Pablo Maia,São Paulo,0.03,,Blocked,27,Right Foot,Deflected,Ferreira,Shot,,,Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
86.0,André Silva,São Paulo,0.06,,Blocked,24,Right Foot,Deflected,Erick,Pass (Live),Alisson,Pass (Live),Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
86.0,Luciano,São Paulo,0.12,,Blocked,4,Head,,Erick,Pass (Live),André Silva,Shot,Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
90.0,Ferreira,São Paulo,0.11,,Off Target,16,Right Foot,,André Silva,Pass (Live),André Silva,Take-On,Flamengo-Sao-Paulo-April-17-2024-Serie-A,RT,2
95.0,Erick Pulgar,Flamengo,0.20,0.53,Saved,12,Right Foot,,Igor,Pass (Live),Igor,Take-On,Flamengo-Sao-Paulo-April-17-2024-Serie-A,ET,2
1.0,Bruno Tubarão,Atl Goianiense,0.01,,Off Target,36,Right Foot,,Gabriel Baralhas,Pass (Live),Alejo Cruz,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
6.0,Jeffinho,Botafogo (RJ),0.04,,Blocked,29,Right Foot,Free kick,Tchê Tchê,Fouled,Júnior Santos,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
7.0,Luiz Henrique,Botafogo (RJ),0.04,,Off Target,13,Right Foot,Volley,Jeffinho,Pass (Dead),Jeffinho,Shot,Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
7.0,Lucas Halter,Botafogo (RJ),0.12,0.15,Saved,14,Right Foot,,Hugo,Pass (Live),Luiz Henrique,Shot,Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
19.0,Tchê Tchê,Botafogo (RJ),0.05,,Off Target,27,Right Foot,,Jeffinho,Pass (Live),Luiz Henrique,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
29.0,Tiquinho Soares,Botafogo (RJ),0.01,,Off Target,11,Head,,Hugo,Pass (Dead),Gregore,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
32.0,Mateo Ponte,Botafogo (RJ),0.05,0.33,Goal,18,Right Foot,,Luiz Henrique,Pass (Live),Júnior Santos,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
36.0,Gabriel Baralhas,Atl Goianiense,0.03,,Off Target,28,Right Foot,Volley,Luiz Felipe,Pass (Live),Rhaldney,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
41.0,Jeffinho,Botafogo (RJ),0.08,0.15,Saved,15,Right Foot,,Tchê Tchê,Pass (Live),Gregore,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
41.0,Jeffinho,Botafogo (RJ),0.08,,Blocked,15,Left Foot,,Tiquinho Soares,Pass (Live),Tchê Tchê,Pass (Dead),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
42.0,Bastos,Botafogo (RJ),0.10,,Off Target,7,Head,,Tchê Tchê,Pass (Dead),Jeffinho,Shot,Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
43.0,Shaylon,Atl Goianiense,0.08,,Blocked,21,Left Foot,,Alejo Cruz,Pass (Live),Shaylon,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,1
49.0,Luiz Felipe,Atl Goianiense,0.07,0.07,Saved,9,Head,Deflected,Shaylon,Pass (Dead),Gabriel Baralhas,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,ET,1
51.0,Luiz Henrique,Botafogo (RJ),0.02,,Off Target,31,Left Foot,,Jeffinho,Pass (Live),Gregore,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,2
53.0,Alejo Cruz,Atl Goianiense,0.17,,Blocked,10,Head,,Bruno Tubarão,Take-On,Luiz Felipe,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,2
66.0,Shaylon,Atl Goianiense,0.01,,Off Target,32,Left Foot,,Luiz Fernando,Pass (Live),Shaylon,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,2
70.0,Jefferson Savarino,Botafogo (RJ),0.03,0.14,Saved,25,Right Foot,,Júnior Santos,Pass (Live),Tchê Tchê,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,2
80.0,Vágner Love,Atl Goianiense,0.14,0.37,Saved,5,Right Foot,,Derek,Pass (Live),Guilherme Romão,Pass (Dead),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,2
81.0,Pedrão,Atl Goianiense,0.06,,Off Target,10,Head,,Shaylon,Pass (Dead),Vágner Love,Shot,Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,2
83.0,Patrick de Paula,Botafogo (RJ),0.02,,Blocked,27,Left Foot,,,,,,Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,2
84.0,Danilo Barbosa,Botafogo (RJ),0.03,,Off Target,30,Right Foot,,Lucas Halter,Pass (Live),,,Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,2
86.0,Yony González,Atl Goianiense,0.11,,Blocked,10,Left Foot,,,,,,Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,2
87.0,Pedrão,Atl Goianiense,0.10,0.05,Saved,9,Head,,Shaylon,Pass (Dead),Yony González,Shot,Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,2
89.0,Bruno Tubarão,Atl Goianiense,0.01,,Blocked,29,Right Foot,,Vágner Love,Fouled,Guilherme Romão,Pass (Live),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,RT,2
97.0,Luiz Felipe,Atl Goianiense,0.08,,Blocked,9,Left Foot,Volley,Max,Pass (Live),Shaylon,Pass (Dead),Botafogo-RJ-Atletico-Goianiense-April-18-2024-Serie-A,ET,2
3.0,Mateus Cocão,Vasco da Gama,0.10,0.21,Saved,17,Left Foot,,David,Pass (Live),Léo Pelé,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,1
10.0,Ganso,Fluminense,0.30,0.59,Goal,9,Head,,Marcelo,Pass (Live),Felipe Melo,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,1
15.0,Pablo Vegetti,Vasco da Gama,0.09,,Blocked,14,Right Foot,Volley,Rossi,Pass (Live),Pablo Galdames Millán,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,1
15.0,Juan Sforza,Vasco da Gama,0.03,,Off Target,28,Right Foot,,,,,,Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,1
17.0,Germán Cano,Fluminense,0.07,,Off Target,9,Left Foot,Volley,Marquinhos,Pass (Live),Samuel Xavier,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,1
42.0,Marcelo,Fluminense,0.01,0.02,Saved,33,Left Foot,,André,Pass (Live),Jhon Arias,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,1
43.0,Pablo Galdames Millán,Vasco da Gama,0.06,,Blocked,9,Head,,Lucas Piton,Pass (Live),Maicon,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,1
44.0,Lucas Piton,Vasco da Gama,0.01,,Off Target,30,Left Foot,Volley,Rossi,Pass (Dead),Pablo Galdames Millán,Shot,Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,1
45.0,Pablo Vegetti,Vasco da Gama,0.06,,Off Target,11,Head,,Pablo Galdames Millán,Pass (Live),Juan Sforza,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,1
47.0,Jhon Arias,Fluminense,0.07,0.10,Saved,10,Right Foot,,Samuel Xavier,Pass (Live),Marquinhos,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
47.0,Germán Cano,Fluminense,0.28,0.96,Saved,4,Right Foot,,Jhon Arias,Shot,,,Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
49.0,Rayan Vitor,Vasco da Gama,0.29,0.28,Saved,16,Left Foot,,Rayan Vitor,Take-On,,,Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
53.0,Martinelli,Fluminense,0.27,0.98,Goal,2,Left Foot,,Samuel Xavier,Pass (Live),Jhon Arias,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
55.0,David,Vasco da Gama,0.06,,Blocked,14,Left Foot,,Erick Marcus,Pass (Live),Rayan Vitor,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
55.0,Pablo Vegetti,Vasco da Gama,0.25,0.26,Goal,10,Head,,Hugo Moura,Pass (Live),David,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
58.0,Paulo Henrique,Vasco da Gama,0.03,,Blocked,23,Right Foot,,Erick Marcus,Pass (Live),Paulo Henrique,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
59.0,Pablo Vegetti,Vasco da Gama,0.04,,Blocked,13,Head,,Rayan Vitor,Pass (Live),Paulo Henrique,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
61.0,Pablo Vegetti,Vasco da Gama,0.04,,Blocked,13,Head,,Léo Pelé,Pass (Live),Lucas Piton,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
62.0,Rayan Vitor,Vasco da Gama,0.02,,Blocked,26,Left Foot,,Rayan Vitor,Take-On,Hugo Moura,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
63.0,David,Vasco da Gama,0.01,,Off Target,21,Head,,Paulo Henrique,Pass (Live),David,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
65.0,Marcelo,Fluminense,0.06,,Blocked,17,Left Foot,,Jhon Arias,Pass (Live),Germán Cano,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
66.0,Pablo Vegetti,Vasco da Gama,0.04,,Off Target,12,Head,,Lucas Piton,Pass (Live),Juan Sforza,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
71.0,Marquinhos,Fluminense,0.04,,Woodwork,34,Left Foot,Free kick,Marquinhos,Fouled,André,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
73.0,Lucas Piton,Vasco da Gama,0.03,,Off Target,22,Right Foot,,Zé Gabriel,Pass (Live),Léo Pelé,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
81.0,Pablo Vegetti,Vasco da Gama,0.05,0.50,Saved,10,Head,Deflected,Rayan Vitor,Pass (Live),Paulo Henrique,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
82.0,Maicon,Vasco da Gama,0.20,,Off Target,6,Head,,Rayan Vitor,Pass (Dead),Pablo Vegetti,Shot,Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
87.0,Marquinhos,Fluminense,0.02,0.26,Saved,18,Left Foot,,Lima,Pass (Live),Samuel Xavier,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
89.0,Maicon,Vasco da Gama,0.05,,Blocked,11,Right Foot,Volley,Rayan Vitor,Pass (Dead),Hugo Moura,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
90.0,Maicon,Vasco da Gama,0.02,0.03,Saved,14,Head,,Lucas Piton,Pass (Dead),Lucas Piton,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,RT,2
92.0,Jhon Arias,Fluminense,0.17,0.66,Saved,13,Right Foot,,Jhon Arias,Take-On,Martinelli,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,ET,2
93.0,Douglas Costa,Fluminense,0.04,0.23,Saved,30,Left Foot,,Jhon Arias,Pass (Live),Samuel Xavier,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,ET,2
96.0,Clayton,Vasco da Gama,0.44,,Off Target,12,Left Foot,,Rayan Vitor,Pass (Live),Paulo Henrique,Pass (Live),Fluminense-Vasco-da-Gama-April-20-2024-Serie-A,ET,2
2.0,Rodrigo Garro,Corinthians,0.05,0.03,Saved,17,Left Foot,,Fausto Vera,Pass (Live),Matheuzinho,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
5.0,Vitinho,Red Bull Bragantino,0.05,0.36,Goal,21,Right Foot,,Bruninho,Pass (Live),Gustavinho,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
8.0,Eric Ramires,Red Bull Bragantino,0.16,0.03,Saved,17,Left Foot,,Eduardo Sasha,Pass (Live),Eric Ramires,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
10.0,Gustavinho,Red Bull Bragantino,0.02,,Off Target,29,Right Foot,Volley,Jadsom,Pass (Live),,,Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
16.0,Matheuzinho,Corinthians,0.01,,Off Target,29,Right Foot,,Rodrigo Garro,Pass (Live),Cássio,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
17.0,Rodrigo Garro,Corinthians,0.02,,Blocked,31,Left Foot,,Pedro Henrique,Pass (Live),Rodrigo Garro,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
24.0,Igor Coronado,Corinthians,0.01,,Blocked,34,Right Foot,,Raul Bicalho,Pass (Live),Igor Coronado,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
26.0,Bruninho,Red Bull Bragantino,0.01,,Blocked,31,Right Foot,,,,,,Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
35.0,Pedro Raul,Corinthians,0.02,,Off Target,17,Head,,Rodrigo Garro,Pass (Dead),Matheuzinho,Fouled,Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
36.0,Eric Ramires,Red Bull Bragantino,0.03,,Off Target,18,Right Foot,Volley,Bruninho,Pass (Live),Gustavinho,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
38.0,Vitinho,Red Bull Bragantino,0.05,,Off Target,15,Left Foot,,Eric Ramires,Pass (Live),Jadsom,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
44.0,Pedro Henrique,Corinthians,0.07,,Off Target,15,Left Foot,,Hugo,Pass (Live),Igor Coronado,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
45.0,José Hurtado,Red Bull Bragantino,0.01,,Off Target,34,Right Foot,,Juninho Capixaba,Pass (Live),Bruninho,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,1
53.0,Eric Ramires,Red Bull Bragantino,0.06,0.05,Saved,21,Right Foot,,Eduardo Sasha,Pass (Live),Bruninho,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,2
54.0,Fausto Vera,Corinthians,0.02,0.03,Saved,33,Right Foot,,Rodrigo Garro,Pass (Live),Pedro Henrique,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,2
54.0,Matheuzinho,Corinthians,0.39,,Off Target,9,Left Foot,,Pedro Henrique,Pass (Live),Fausto Vera,Shot,Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,2
60.0,Fausto Vera,Corinthians,0.05,,Off Target,27,Left Foot,,Raniele,Pass (Live),,,Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,2
65.0,Vitinho,Red Bull Bragantino,0.04,,Blocked,21,Right Foot,,Eduardo Sasha,Pass (Live),Luan Cândido,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,2
65.0,Jadsom,Red Bull Bragantino,0.03,,Off Target,20,Left Foot,,Vitinho,Pass (Live),Vitinho,Shot,Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,2
70.0,Wesley Ribeiro,Corinthians,0.03,0.15,Saved,18,Left Foot,,Wesley Ribeiro,Take-On,Matheuzinho,Pass (Dead),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,2
73.0,Yuri Alberto,Corinthians,0.20,,Off Target,15,Left Foot,,Wesley Ribeiro,Pass (Live),Wesley Ribeiro,Take-On,Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,2
74.0,Yuri Alberto,Corinthians,0.14,,Off Target,14,Right Foot,Volley,Ángel Romero,Pass (Live),Wesley Ribeiro,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,2
82.0,Yuri Alberto,Corinthians,0.07,,Blocked,17,Right Foot,,Wesley Ribeiro,Pass (Live),Fausto Vera,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,RT,2
99.0,Paulinho,Corinthians,0.07,0.10,Saved,16,Right Foot,Deflected,Yuri Alberto,Pass (Live),Matheuzinho,Pass (Live),Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,ET,2
101.0,Wesley Ribeiro,Corinthians,0.05,,Off Target,16,Left Foot,,Breno,Pass (Dead),Raniele,Fouled,Red-Bull-Bragantino-Corinthians-April-20-2024-Serie-A,ET,2
3.0,Fernando Sobral,Cuiabá,0.06,,Off Target,17,Left Foot,,Isidro Pitta,Pass (Live),Rikelme,Pass (Live),Gremio-Cuiaba-April-20-2024-Serie-A,RT,1
3.0,Matheus Alexandre,Cuiabá,0.12,,Off Target,14,Left Foot,,Matheus Alexandre,Take-On,Fernando Sobral,Shot,Gremio-Cuiaba-April-20-2024-Serie-A,RT,1
9.0,Yeferson Soteldo,Grêmio,0.01,0.01,Saved,31,Right Foot,,Du Queiroz,Pass (Live),Rodrigo Ely,Pass (Live),Gremio-Cuiaba-April-20-2024-Serie-A,RT,1
10.0,Fernando Sobral,Cuiabá,0.03,,Blocked,20,Right Foot,,Matheus Alexandre,Pass (Dead),Jonathan Cafu,Pass (Live),Gremio-Cuiaba-April-20-2024-Serie-A,RT,1
19.0,Isidro Pitta,Cuiabá,0.03,,Off Target,16,Left Foot,,Marllon Borges,Pass (Live),Fernando Sobral,Pass (Live),Gremio-Cuiaba-April-20-2024-Serie-A,RT,1
19.0,Jonathan Cafu,Cuiabá,0.56,0.43,Saved,8,Right Foot,,Isidro Pitta,Shot,,,Gremio-Cuiaba-April-20-2024-Serie-A,RT,1
34.0,Isidro Pitta,Cuiabá,0.06,,Off Target,15,Right Foot,Volley,,,,,Gremio-Cuiaba-April-20-2024-Serie-A,RT,1
34.0,Marllon Borges,Cuiabá,0.30,0.83,Saved,9,Right Foot,Volley,Fernando Sobral,Pass (Live),Denilson,Pass (Live),Gremio-Cuiaba-April-20-2024-Serie-A,RT,1
41.0,João Pedro,Grêmio,0.40,0.21,Saved,12,Right Foot,Volley,Mathías Villasanti,Pass (Live),Franco Cristaldo,Pass (Live),Gremio-Cuiaba-April-20-2024-Serie-A,RT,1
44.0,Franco Cristaldo,Grêmio,0.01,0.30,Goal,31,Right Foot,,Yeferson Soteldo,Pass (Live),Mathías Villasanti,Pass (Live),Gremio-Cuiaba-April-20-2024-Serie-A,RT,1
49.0,Isidro Pitta,Cuiabá,0.01,,Off Target,37,Right Foot,,Fernando Sobral,Pass (Live),Gabriel Knesowitsch,Pass (Live),Gremio-Cuiaba-April-20-2024-Serie-A,ET,1
52.0,Yeferson Soteldo,Grêmio,0.06,,Off Target,11,Left Foot,Volley,Gustavo Nunes,Pass (Live),Franco Cristaldo,Pass (Live),Gremio-Cuiaba-April-20-2024-Serie-A,RT,2
57.0,Mathías Villasanti,Grêmio,0.11,,Off Target,10,Right Foot,,Yeferson Soteldo,Pass (Live),João Pedro,Pass (Live),Gremio-Cuiaba-April-20-2024-Serie-A,RT,2
